GID,AGE,INDIVIDUAL_NAME,QUALITY,SEX,SPECIES,VIEW_POINT,CONTRIBUTOR,tags
7726,adult,NNP_GIRM_0123,good,Male,giraffe_masai,left,NNP GZC Car '8WHITE' Person 'A',"['grass', 'giraffe', 'outdoor', 'tree', 'sky', 'standing', 'animal', 'mammal', 'tall', 'field']"
7727,"infant,infant,adult","____,____,NNP_GIRM_0022","ok,good,ok","UNKNOWN NAME,UNKNOWN NAME,Female","giraffe_masai,giraffe_masai,giraffe_masai","frontright,backright,left","NNP GZC Car '8WHITE' Person 'A',NNP GZC Car '8WHITE' Person 'A',NNP GZC Car '8WHITE' Person 'A'","['grass', 'giraffe', 'outdoor', 'sky', 'animal', 'mammal', 'field', 'standing', 'grassy', 'tall', 'wild', 'open']"
7728,"adult,adult,infant","NNP_GIRM_0125,NNP_GIRM_0022,____","ok,ok,ok","Male,Female,UNKNOWN NAME","giraffe_masai,giraffe_masai,giraffe_masai","left,left,backright","NNP GZC Car '8WHITE' Person 'A',NNP GZC Car '8WHITE' Person 'A',NNP GZC Car '8WHITE' Person 'A'","['grass', 'outdoor', 'sky', 'field', 'grassy', 'mammal', 'animal', 'herd', 'group', 'wild']"
7729,infant,NNP_GIRM_0128,ok,UNKNOWN SEX,giraffe_masai,left,NNP GZC Car '8WHITE' Person 'A',"['outdoor', 'grass', 'giraffe', 'sky', 'animal', 'field', 'mammal', 'tall', 'standing', 'grassy', 'wild']"
7741,adult,IBEIS_PZ_0519,poor,Female,zebra_plains,left,NNP GZC Car '9WHITE' Person 'A',"['grass', 'outdoor', 'zebra', 'standing', 'field', 'group', 'tall', 'mammal']"
7742,"adult,adult","IBEIS_PZ_0519,IBEIS_PZ_1092","poor,poor","Female,UNKNOWN SEX","zebra_plains,zebra_plains","left,right","NNP GZC Car '9WHITE' Person 'A',NNP GZC Car '9WHITE' Person 'A'","['outdoor', 'zebra', 'grass', 'standing', 'field', 'animal', 'mammal', 'group', 'tall', 'dry']"
7748,infant,____,poor,UNKNOWN NAME,giraffe_masai,right,NNP GZC Car '9WHITE' Person 'A',"['outdoor', 'grass', 'tree', 'sky', 'giraffe', 'standing', 'animal', 'field', 'mammal', 'grassy', 'tall']"
7749,infant,____,poor,UNKNOWN NAME,giraffe_masai,right,NNP GZC Car '9WHITE' Person 'A',"['outdoor', 'grass', 'giraffe', 'sky', 'tree', 'standing', 'field', 'animal', 'mammal', 'grassy']"
7750,infant,____,ok,UNKNOWN NAME,giraffe_masai,right,NNP GZC Car '9WHITE' Person 'A',"['outdoor', 'grass', 'tree', 'standing', 'animal', 'mammal', 'field', 'green', 'grassy']"
7756,infant,IBEIS_PZ_1096,junk,UNKNOWN SEX,zebra_plains,right,NNP GZC Car '9WHITE' Person 'A',"['grass', 'outdoor', 'field', 'nature', 'tall', 'dry']"
7757,infant,IBEIS_PZ_1098,junk,UNKNOWN SEX,zebra_plains,left,NNP GZC Car '9WHITE' Person 'A',"['zebra', 'outdoor', 'grass', 'sky', 'animal', 'dirt', 'field', 'mammal']"
7758,adult,IBEIS_PZ_1085,ok,UNKNOWN SEX,zebra_plains,right,NNP GZC Car '9WHITE' Person 'A',"['grass', 'zebra', 'outdoor', 'sky', 'field', 'standing', 'animal', 'mammal', 'grassy', 'open', 'group']"
7759,adult,IBEIS_PZ_1086,poor,Female,zebra_plains,backright,NNP GZC Car '9WHITE' Person 'A',"['grass', 'zebra', 'outdoor', 'sky', 'field', 'standing', 'animal', 'mammal', 'grassy', 'group', 'tall']"
7762,"adult,infant","IBEIS_PZ_0519,IBEIS_PZ_1084","good,poor","Female,UNKNOWN SEX","zebra_plains,zebra_plains","left,right","NNP GZC Car '9WHITE' Person 'A',NNP GZC Car '9WHITE' Person 'A'","['zebra', 'outdoor', 'grass', 'sky', 'ground', 'animal', 'mammal', 'dirt', 'walking', 'group']"
7763,adult,IBEIS_PZ_1083,ok,Female,zebra_plains,right,NNP GZC Car '9WHITE' Person 'A',"['grass', 'outdoor', 'sky', 'field', 'herd', 'walking', 'mammal', 'group']"
7764,adult,IBEIS_PZ_1090,excellent,Female,zebra_plains,right,NNP GZC Car '9WHITE' Person 'A',"['grass', 'zebra', 'outdoor', 'animal', 'sky', 'mammal', 'field', 'standing', 'dry']"
7765,"adult,adult","IBEIS_PZ_1097,IBEIS_PZ_1083","poor,poor","UNKNOWN SEX,Female","zebra_plains,zebra_plains","frontright,frontright","NNP GZC Car '9WHITE' Person 'A',NNP GZC Car '9WHITE' Person 'A'","['zebra', 'outdoor', 'grass', 'sky', 'animal', 'mammal', 'field']"
7766,adult,IBEIS_PZ_1088,good,Female,zebra_plains,backright,NNP GZC Car '9WHITE' Person 'A',"['grass', 'outdoor', 'zebra', 'sky', 'animal', 'mammal', 'field', 'herd', 'dry', 'group']"
7767,infant,IBEIS_PZ_1084,poor,UNKNOWN SEX,zebra_plains,right,NNP GZC Car '9WHITE' Person 'A',"['grass', 'zebra', 'outdoor', 'sky', 'animal', 'mammal', 'standing', 'field', 'group']"
7768,adult,IBEIS_PZ_0519,good,Female,zebra_plains,left,NNP GZC Car '9WHITE' Person 'A',"['grass', 'zebra', 'outdoor', 'sky', 'animal', 'standing', 'mammal', 'field']"
7769,infant,IBEIS_PZ_1084,good,UNKNOWN SEX,zebra_plains,right,NNP GZC Car '9WHITE' Person 'A',"['zebra', 'outdoor', 'grass', 'sky', 'animal', 'field', 'standing', 'mammal', 'dry']"
7770,"infant,infant","IBEIS_PZ_1084,IBEIS_PZ_1089","ok,ok","UNKNOWN SEX,UNKNOWN SEX","zebra_plains,zebra_plains","right,right","NNP GZC Car '9WHITE' Person 'A',NNP GZC Car '9WHITE' Person 'A'","['zebra', 'grass', 'outdoor', 'animal', 'sky', 'field', 'standing', 'mammal']"
7772,adult,IBEIS_PZ_0519,excellent,Female,zebra_plains,left,NNP GZC Car '9WHITE' Person 'A',"['grass', 'outdoor', 'zebra', 'sky', 'field', 'animal', 'standing', 'mammal', 'grassy', 'open']"
7773,adult,IBEIS_PZ_1083,good,Female,zebra_plains,right,NNP GZC Car '9WHITE' Person 'A',"['zebra', 'outdoor', 'grass', 'tree', 'sky', 'animal', 'field', 'mammal', 'standing', 'group', 'tall', 'dry']"
7775,adult,IBEIS_PZ_1094,good,Female,zebra_plains,right,NNP GZC Car '9WHITE' Person 'A',"['zebra', 'grass', 'outdoor', 'sky', 'animal', 'mammal', 'field', 'standing', 'group']"
7776,"infant,infant","IBEIS_PZ_1091,IBEIS_PZ_1093","good,ok","UNKNOWN SEX,UNKNOWN SEX","zebra_plains,zebra_plains","right,right","NNP GZC Car '9WHITE' Person 'A',NNP GZC Car '9WHITE' Person 'A'","['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'dry']"
7777,infant,IBEIS_PZ_1087,excellent,UNKNOWN SEX,zebra_plains,right,NNP GZC Car '9WHITE' Person 'A',"['grass', 'zebra', 'outdoor', 'mammal', 'animal', 'field', 'standing', 'dry', 'open']"
7778,adult,IBEIS_PZ_1099,ok,Female,zebra_plains,backleft,NNP GZC Car '9WHITE' Person 'A',"['grass', 'outdoor', 'zebra', 'animal', 'mammal', 'field', 'standing', 'tall', 'grassy']"
7779,juveniles - one year old,IBEIS_PZ_1095,ok,UNKNOWN SEX,zebra_plains,right,NNP GZC Car '9WHITE' Person 'A',"['grass', 'outdoor', 'zebra', 'tree', 'animal', 'field', 'mammal', 'standing']"
7781,infant,IBEIS_PZ_0246,poor,UNKNOWN SEX,zebra_plains,frontleft,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,"['grass', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'standing', 'tall']"
7784,infant,IBEIS_PZ_0328,poor,UNKNOWN SEX,zebra_plains,backleft,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,"['grass', 'outdoor', 'sky', 'field', 'animal', 'standing', 'mammal', 'grassy', 'open', 'tall']"
7785,"juveniles- two year old,adult,adult,juveniles- two year old,adult,adult","NNP_GIRM_0074,NNP_GIRM_0086,IBEIS_PZ_0020,IBEIS_PZ_0218,IBEIS_PZ_0219,IBEIS_PZ_0264","ok,ok,ok,ok,good,poor","Female,Female,Female,UNKNOWN SEX,Female,Female","giraffe_masai,giraffe_masai,zebra_plains,zebra_plains,zebra_plains,zebra_plains","left,frontleft,left,frontleft,left,left","PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180","['outdoor', 'ground', 'grass', 'sky', 'dirt', 'animal', 'mammal', 'walking', 'path', 'wild dog']"
7786,"juveniles - one year old,adult,adult,infant,infant","IBEIS_PZ_0227,IBEIS_PZ_0247,IBEIS_PZ_0043,IBEIS_PZ_0212,IBEIS_PZ_0235","ok,junk,good,poor,good","Female,Male,Female,Male,Female","zebra_plains,zebra_plains,zebra_plains,zebra_plains,zebra_plains","left,backleft,left,left,left","PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180","['grass', 'outdoor', 'sky', 'field', 'herd']"
7787,"adult,juveniles - one year old,adult,adult,adult,adult","IBEIS_PZ_0247,IBEIS_PZ_0227,IBEIS_PZ_0219,IBEIS_PZ_0020,IBEIS_PZ_0327,IBEIS_PZ_0245","ok,ok,good,poor,poor,ok","Male,Female,Female,Female,Female,Female","zebra_plains,zebra_plains,zebra_plains,zebra_plains,zebra_plains,zebra_plains","back,backleft,left,left,left,backleft","PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180","['grass', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'herd', 'grassy', 'group']"
7788,adult,IBEIS_PZ_0219,ok,Female,zebra_plains,left,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,"['grass', 'outdoor', 'sky', 'field', 'group', 'grassy']"
7789,"adult,infant,juveniles - one year old,juveniles - one year old,infant,adult","IBEIS_PZ_0207,IBEIS_PZ_0212,IBEIS_PZ_0227,IBEIS_PZ_0244,IBEIS_PZ_0326,IBEIS_PZ_0043","poor,poor,poor,ok,poor,poor","Female,Male,Female,UNKNOWN SEX,UNKNOWN SEX,Female","zebra_plains,zebra_plains,zebra_plains,zebra_plains,zebra_plains,zebra_plains","backleft,left,left,left,left,left","PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180","['grass', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'herd', 'group', 'grassy']"
7790,"adult,adult,infant","IBEIS_PZ_0219,IBEIS_PZ_0043,IBEIS_PZ_0235","good,ok,poor","Female,Female,Female","zebra_plains,zebra_plains,zebra_plains","left,left,left","PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180","['grass', 'sky', 'outdoor', 'field', 'animal', 'standing', 'mammal', 'group', 'grassy']"
7791,infant,IBEIS_PZ_0212,ok,Male,zebra_plains,left,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,"['grass', 'outdoor', 'sky', 'field', 'standing', 'animal', 'mammal', 'group', 'grassy']"
7792,"adult,adult,adult","IBEIS_PZ_0043,IBEIS_PZ_0004,IBEIS_PZ_0219","ok,ok,ok","Female,Male,Female","zebra_plains,zebra_plains,zebra_plains","left,left,left","PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180","['grass', 'outdoor', 'sky', 'field', 'animal', 'standing', 'grassy', 'mammal', 'group']"
7793,"adult,infant","IBEIS_PZ_0005,IBEIS_PZ_0039","good,poor","Female,UNKNOWN SEX","zebra_plains,zebra_plains","left,left","PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180","['grass', 'zebra', 'outdoor', 'sky', 'animal', 'mammal', 'field', 'standing', 'grassy']"
7794,adult,IBEIS_PZ_0025,ok,Female,zebra_plains,left,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'open']"
7795,adult,IBEIS_PZ_0024,good,Male,zebra_plains,left,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,"['grass', 'zebra', 'outdoor', 'animal', 'sky', 'mammal', 'field', 'standing', 'open', 'dry']"
7796,"adult,juveniles - one year old","IBEIS_PZ_0033,IBEIS_PZ_0234","good,ok","Female,Male","zebra_plains,zebra_plains","left,left","PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180","['zebra', 'grass', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'open']"
7797,"infant,adult","IBEIS_PZ_0007,IBEIS_PZ_0325","poor,ok","UNKNOWN SEX,Male","zebra_plains,zebra_plains","left,right","PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180","['grass', 'outdoor', 'zebra', 'animal', 'field', 'mammal', 'herd', 'group', 'wild', 'open', 'grassy']"
7798,juveniles- two year old,IBEIS_PZ_0515,ok,Female,zebra_plains,left,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,"['zebra', 'grass', 'outdoor', 'animal', 'field', 'mammal']"
7799,"adult,infant,infant","IBEIS_PZ_1821,IBEIS_PZ_0224,IBEIS_PZ_0188","poor,poor,ok","Female,Female,UNKNOWN SEX","zebra_plains,zebra_plains,zebra_plains","backleft,left,backleft","PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180","['outdoor', 'grass', 'sky', 'tree', 'field', 'animal', 'mammal', 'giraffe', 'standing', 'herd', 'grassy']"
7800,"adult,infant,infant","IBEIS_PZ_1821,IBEIS_PZ_0224,IBEIS_PZ_0188","ok,poor,good","Female,Female,UNKNOWN SEX","zebra_plains,zebra_plains,zebra_plains","left,left,backleft","PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180","['outdoor', 'grass', 'zebra', 'tree', 'sky', 'field', 'animal', 'mammal', 'herd', 'grassy', 'group', 'open']"
7801,adult,IBEIS_PZ_1821,ok,Female,zebra_plains,left,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,"['outdoor', 'grass', 'zebra', 'sky', 'tree', 'animal', 'mammal', 'field', 'standing']"
7802,"adult,adult","IBEIS_PZ_0324,IBEIS_PZ_0323","poor,poor","Female,UNKNOWN SEX","zebra_plains,zebra_plains","backleft,left","PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180","['zebra', 'grass', 'outdoor', 'animal', 'field', 'mammal']"
7803,"adult,adult,infant","IBEIS_PZ_0022,IBEIS_PZ_0322,IBEIS_PZ_0226","poor,good,poor","Male,UNKNOWN SEX,UNKNOWN SEX","zebra_plains,zebra_plains,zebra_plains","left,frontleft,backleft","PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180","['zebra', 'grass', 'sky', 'outdoor', 'field', 'mammal', 'animal', 'standing', 'grassy']"
7804,"infant,adult,infant","IBEIS_PZ_0225,IBEIS_PZ_0022,IBEIS_PZ_0226","ok,poor,ok","UNKNOWN SEX,Male,UNKNOWN SEX","zebra_plains,zebra_plains,zebra_plains","left,left,backleft","PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180","['zebra', 'outdoor', 'grass', 'sky', 'field', 'animal', 'mammal', 'standing', 'group', 'grassy']"
7805,adult,IBEIS_PZ_0198,poor,Male,zebra_plains,left,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,"['grass', 'zebra', 'outdoor', 'mammal', 'animal', 'field', 'standing', 'grazing', 'grassy']"
7806,adult,IBEIS_PZ_0198,excellent,Male,zebra_plains,left,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'tree', 'standing', 'field']"
7807,adult,IBEIS_PZ_0003,ok,Female,zebra_plains,left,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,"['zebra', 'outdoor', 'grass', 'tree', 'animal', 'standing', 'mammal', 'field']"
7808,adult,IBEIS_PZ_0016,ok,UNKNOWN SEX,zebra_plains,frontleft,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,"['outdoor', 'zebra', 'sky', 'grass', 'tree', 'animal', 'field', 'standing', 'mammal']"
7809,"infant,adult","IBEIS_PZ_0001,IBEIS_PZ_0009","ok,good","Female,Female","zebra_plains,zebra_plains","left,left","PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180","['zebra', 'grass', 'outdoor', 'mammal', 'animal', 'sky', 'tree', 'standing', 'field']"
7810,"infant,adult","IBEIS_PZ_0001,IBEIS_PZ_0009","good,good","Female,Female","zebra_plains,zebra_plains","left,left","PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180","['zebra', 'grass', 'outdoor', 'mammal', 'animal', 'sky', 'tree', 'field', 'standing', 'herd', 'group']"
7811,"infant,adult","IBEIS_PZ_0001,IBEIS_PZ_0009","good,good","Female,Female","zebra_plains,zebra_plains","left,left","PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180","['zebra', 'outdoor', 'grass', 'mammal', 'animal', 'field', 'standing', 'group']"
7812,"infant,adult","IBEIS_PZ_0001,IBEIS_PZ_0009","ok,ok","Female,Female","zebra_plains,zebra_plains","left,left","PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180","['zebra', 'grass', 'outdoor', 'mammal', 'animal', 'field', 'standing', 'wild', 'open']"
7813,"adult,infant","IBEIS_PZ_0002,IBEIS_PZ_0001","ok,good","Female,Female","zebra_plains,zebra_plains","backleft,left","PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180","['zebra', 'outdoor', 'grass', 'animal', 'mammal', 'sky', 'field', 'standing', 'wild']"
7814,"adult,adult,adult,adult","IBEIS_PZ_0002,IBEIS_PZ_0004,IBEIS_PZ_0043,IBEIS_PZ_0002","ok,junk,junk,ok","Female,Male,Female,Female","zebra_plains,zebra_plains,zebra_plains,zebra_plains","backleft,left,left,left","PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180","['zebra', 'grass', 'outdoor', 'mammal', 'animal', 'sky', 'field', 'standing', 'group']"
7815,infant,IBEIS_PZ_0001,ok,Female,zebra_plains,left,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,"['zebra', 'grass', 'outdoor', 'mammal', 'animal', 'sky', 'field', 'standing', 'grassy']"
7816,"infant,adult,infant","IBEIS_PZ_0235,IBEIS_PZ_0004,IBEIS_PZ_0243","ok,ok,junk","Female,Male,UNKNOWN SEX","zebra_plains,zebra_plains,zebra_plains","left,left,left","PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180","['zebra', 'grass', 'outdoor', 'mammal', 'animal', 'sky', 'field', 'group', 'standing', 'wild']"
7817,infant,IBEIS_PZ_0235,ok,Female,zebra_plains,left,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,"['grass', 'outdoor', 'sky', 'zebra', 'tree', 'field', 'herd', 'animal', 'mammal', 'group', 'grassy']"
7818,infant,IBEIS_PZ_0189,ok,UNKNOWN SEX,zebra_plains,left,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,"['grass', 'outdoor', 'sky', 'animal', 'field', 'mammal', 'grassy', 'group', 'open']"
7819,adult,IBEIS_PZ_0230,ok,Female,zebra_plains,backleft,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,"['outdoor', 'zebra', 'grass', 'sky', 'tree', 'field', 'animal', 'standing', 'mammal', 'grassy', 'group']"
7820,"adult,adult","IBEIS_PZ_0241,IBEIS_PZ_0230","good,poor","Male,Female","zebra_plains,zebra_plains","left,left","PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180","['zebra', 'outdoor', 'grass', 'sky', 'tree', 'mammal', 'animal', 'field', 'standing', 'group', 'grassy']"
7821,infant,IBEIS_PZ_0189,good,UNKNOWN SEX,zebra_plains,left,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,"['grass', 'outdoor', 'zebra', 'animal', 'sky', 'field', 'ground', 'mammal', 'standing']"
7822,juveniles- two year old,IBEIS_PZ_0028,good,Female,zebra_plains,left,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,"['zebra', 'outdoor', 'grass', 'sky', 'tree', 'animal', 'field', 'mammal', 'standing']"
7823,adult,IBEIS_PZ_0232,good,Female,zebra_plains,left,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,"['zebra', 'outdoor', 'grass', 'sky', 'tree', 'field', 'animal', 'mammal', 'standing', 'group']"
7824,juveniles- two year old,IBEIS_PZ_0028,poor,Female,zebra_plains,left,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,"['outdoor', 'zebra', 'grass', 'tree', 'animal', 'mammal', 'field', 'standing']"
7825,infant,____,excellent,UNKNOWN NAME,giraffe_masai,right,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,"['giraffe', 'grass', 'outdoor', 'sky', 'animal', 'field', 'tree', 'mammal', 'standing', 'grassy', 'deer']"
7826,adult,IBEIS_PZ_0453,ok,Male,zebra_plains,left,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,"['zebra', 'grass', 'outdoor', 'sky', 'tree', 'animal', 'mammal', 'field', 'standing', 'grassy']"
7827,adult,IBEIS_PZ_0453,good,Male,zebra_plains,left,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,"['grass', 'zebra', 'outdoor', 'sky', 'tree', 'mammal', 'field', 'animal', 'standing', 'group', 'grassy']"
7828,"adult,infant","IBEIS_PZ_0453,IBEIS_PZ_0321","good,poor","Male,UNKNOWN SEX","zebra_plains,zebra_plains","left,backleft","PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180","['zebra', 'grass', 'outdoor', 'sky', 'tree', 'field', 'mammal', 'animal', 'standing', 'grassy', 'group']"
7829,"adult,adult","IBEIS_PZ_0037,IBEIS_PZ_0229","good,good","Male,Female","zebra_plains,zebra_plains","left,left","PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180","['zebra', 'outdoor', 'ground', 'grass', 'sky', 'mammal', 'animal', 'dirt', 'group']"
7830,"adult,adult","IBEIS_PZ_0037,IBEIS_PZ_0229","ok,ok","Male,Female","zebra_plains,zebra_plains","left,frontleft","PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180","['zebra', 'outdoor', 'sky', 'grass', 'animal', 'mammal', 'tree', 'standing', 'field', 'group', 'dirt']"
7831,"adult,adult,adult","IBEIS_PZ_0229,IBEIS_PZ_0200,IBEIS_PZ_0037","ok,poor,good","Female,Female,Male","zebra_plains,zebra_plains,zebra_plains","frontleft,left,left","PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180","['zebra', 'outdoor', 'sky', 'ground', 'grass', 'animal', 'mammal', 'dirt', 'herd', 'group']"
7832,"adult,adult","IBEIS_PZ_0044,IBEIS_PZ_0037","junk,good","Female,Male","zebra_plains,zebra_plains","left,left","PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180","['grass', 'outdoor', 'zebra', 'sky', 'tree', 'field', 'mammal', 'animal', 'standing']"
7833,adult,IBEIS_PZ_0248,junk,Female,zebra_plains,left,PZ_MUGU_18hyrule:joncrall:/media/raid/work/PZ_MUGU_180,"['outdoor', 'zebra', 'grass', 'sky', 'tree', 'field', 'standing', 'animal', 'grassy', 'green', 'tall', 'mammal']"
