GID,Shares,Not Shares,Total,Proportion,tags
2097,6,4,10,60.0,"['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'standing', 'grassy', 'open']"
8323,24,16,40,60.0,"['giraffe', 'tree', 'outdoor', 'sky', 'grass', 'animal', 'mammal', 'field', 'standing', 'green']"
1813,6,4,10,60.0,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'dry', 'group']"
580,6,4,10,60.0,"['outdoor', 'grass', 'zebra', 'animal', 'mammal', 'field']"
3411,12,8,20,60.0,"['grass', 'zebra', 'animal', 'outdoor', 'mammal']"
1888,6,4,10,60.0,"['grass', 'outdoor', 'mammal', 'field', 'herd', 'animal']"
4647,6,4,10,60.0,"['grass', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'grassy', 'running', 'open', 'group']"
4648,6,4,10,60.0,"['grass', 'outdoor', 'sky', 'field', 'animal', 'grassy', 'mammal', 'group']"
1970,6,4,10,60.0,"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'group']"
3410,12,8,20,60.0,"['grass', 'outdoor', 'zebra', 'animal', 'field', 'mammal', 'standing', 'grassy', 'green', 'open']"
1926,6,4,10,60.0,"['grass', 'outdoor', 'zebra', 'animal', 'mammal', 'sky', 'field', 'standing', 'dry', 'open', 'grassy']"
5320,6,4,10,60.0,"['grass', 'zebra', 'outdoor', 'sky', 'mammal', 'animal', 'field', 'standing', 'dry', 'group']"
3124,6,4,10,60.0,"['giraffe', 'grass', 'outdoor', 'tree', 'sky', 'animal', 'mammal', 'field', 'standing', 'green', 'grassy', 'leaf']"
1159,6,4,10,60.0,"['grass', 'outdoor', 'zebra', 'animal', 'field', 'standing', 'grazing', 'mammal', 'dry', 'grassy']"
7683,6,4,10,60.0,"['outdoor', 'nature']"
4851,6,4,10,60.0,"['outdoor', 'ground', 'grass', 'mammal']"
5676,6,4,10,60.0,"['grass', 'outdoor', 'zebra', 'sky', 'animal', 'field', 'mammal', 'tree', 'standing', 'grassy', 'open']"
8762,6,4,10,60.0,"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'standing', 'brown', 'dry', 'grassy', 'open', 'lone']"
8766,6,4,10,60.0,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'grassy']"
1512,6,4,10,60.0,"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'standing']"
3396,6,4,10,60.0,"['zebra', 'outdoor', 'ground', 'grass', 'animal', 'mammal', 'dirt']"
2149,6,4,10,60.0,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing']"
9144,6,4,10,60.0,"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'sky', 'green', 'grassy', 'standing', 'open']"
7725,6,4,10,60.0,"['grass', 'outdoor', 'sky', 'animal', 'giraffe', 'mammal', 'field', 'big cat', 'standing', 'grassy', 'tall']"
49,6,4,10,60.0,"['zebra', 'grass', 'outdoor', 'mammal', 'animal', 'field', 'standing', 'dry', 'group']"
3378,6,4,10,60.0,"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'standing', 'grassy', 'green']"
5546,6,4,10,60.0,"['outdoor', 'sky', 'grass', 'mammal', 'giraffe', 'animal', 'walking', 'standing', 'field', 'dirt']"
8802,6,4,10,60.0,"['grass', 'outdoor', 'zebra', 'animal', 'mammal', 'field', 'standing', 'brown', 'adult']"
1290,6,4,10,60.0,"['grass', 'outdoor', 'animal', 'field', 'mammal', 'cow', 'grazing', 'brown', 'standing']"
326,6,4,10,60.0,"['grass', 'outdoor', 'field', 'animal', 'mammal', 'grassy']"
4841,6,4,10,60.0,"['zebra', 'grass', 'outdoor', 'sky', 'animal', 'ground', 'mammal', 'field', 'herd', 'group']"
1337,6,4,10,60.0,"['grass', 'outdoor', 'tree', 'animal', 'field', 'standing', 'tall', 'mammal']"
4840,6,4,10,60.0,"['zebra', 'grass', 'outdoor', 'sky', 'field', 'mammal', 'animal', 'open', 'grassy']"
3340,6,4,10,60.0,"['grass', 'zebra', 'outdoor', 'field', 'mammal', 'animal', 'grazing', 'standing']"
1255,6,4,10,60.0,"['zebra', 'grass', 'outdoor', 'tree', 'mammal', 'animal', 'field', 'group', 'herd']"
5252,6,4,10,60.0,"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'antelope', 'standing', 'walking', 'open']"
9219,6,4,10,60.0,"['outdoor', 'tree', 'grass', 'animal', 'giraffe', 'mammal', 'standing', 'field']"
111,6,4,10,60.0,"['grass', 'outdoor', 'animal', 'mammal', 'giraffe', 'field', 'wild', 'deer', 'open', 'plain', 'grassy']"
1105,6,4,10,60.0,"['grass', 'giraffe', 'outdoor', 'sky', 'animal', 'mammal', 'field', 'standing', 'grassy', 'deer', 'dry']"
5218,6,4,10,60.0,"['zebra', 'outdoor', 'grass', 'tree', 'animal', 'mammal', 'sky', 'standing', 'field', 'tall', 'group']"
5000,6,4,10,60.0,"['zebra', 'grass', 'outdoor', 'sky', 'animal', 'mammal', 'field', 'standing', 'dry']"
7609,6,4,10,60.0,"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'grassy', 'open']"
5016,6,4,10,60.0,"['grass', 'outdoor', 'animal', 'mammal', 'giraffe', 'tree', 'field', 'mountain', 'standing', 'tall']"
9307,6,4,10,60.0,"['outdoor', 'zebra', 'grass', 'tree', 'animal', 'field', 'mammal', 'grazing', 'eating', 'lush']"
9332,6,4,10,60.0,"['tree', 'outdoor', 'giraffe', 'animal', 'grass', 'mammal', 'field', 'standing', 'leaf', 'green', 'forest']"
4950,6,4,10,60.0,"['grass', 'outdoor', 'tree', 'animal', 'ostrich', 'bird']"
5037,6,4,10,60.0,"['zebra', 'outdoor', 'sky', 'grass', 'ground', 'animal', 'mammal', 'road', 'dirt']"
5117,6,4,10,60.0,"['grass', 'outdoor', 'zebra', 'animal', 'field', 'mammal', 'standing', 'dry', 'brown', 'grassy']"
8345,29,20,49,59.183673469387756,"['outdoor', 'animal', 'grass', 'mammal', 'giraffe', 'field', 'standing']"
8328,29,21,50,58.0,"['giraffe', 'outdoor', 'sky', 'tree', 'grass', 'animal', 'field', 'standing', 'mammal']"
1561,5,4,9,55.55555555555556,"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'grassy', 'open']"
1786,5,4,9,55.55555555555556,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'sky', 'field', 'dry', 'group']"
575,5,4,9,55.55555555555556,"['grass', 'outdoor', 'zebra', 'animal', 'field', 'tree', 'mammal', 'standing', 'grassy']"
9007,5,4,9,55.55555555555556,"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'standing', 'grassy', 'group', 'tall', 'herd', 'dry', 'wild']"
8473,5,4,9,55.55555555555556,"['grass', 'outdoor', 'zebra', 'animal', 'mammal', 'field', 'standing', 'group', 'wild']"
1672,5,4,9,55.55555555555556,"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'dry', 'grassy', 'open']"
8121,5,4,9,55.55555555555556,"['grass', 'outdoor', 'zebra', 'field', 'sky', 'animal', 'mammal', 'herd', 'open', 'grassy', 'group']"
1572,5,4,9,55.55555555555556,"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'standing', 'dry', 'open', 'grassy']"
1306,5,4,9,55.55555555555556,"['zebra', 'grass', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'standing', 'group', 'herd', 'grassy']"
8174,5,4,9,55.55555555555556,"['zebra', 'ground', 'outdoor', 'grass', 'mammal', 'animal', 'dirt', 'road', 'group']"
736,5,4,9,55.55555555555556,"['grass', 'outdoor', 'zebra', 'animal', 'field', 'mammal', 'standing', 'tall', 'dry', 'grassy']"
3318,5,4,9,55.55555555555556,"['grass', 'zebra', 'outdoor', 'field', 'animal', 'standing', 'mammal', 'grassy']"
471,5,4,9,55.55555555555556,"['grass', 'outdoor', 'zebra', 'sky', 'field', 'animal', 'standing', 'tall', 'mammal', 'grassy', 'dry', 'open']"
1973,5,4,9,55.55555555555556,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing']"
1288,5,4,9,55.55555555555556,"['grass', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'standing', 'tall', 'open']"
1294,5,4,9,55.55555555555556,"['grass', 'outdoor', 'zebra', 'sky', 'field', 'group', 'mammal', 'standing', 'herd', 'grassy']"
1307,10,8,18,55.55555555555556,"['zebra', 'grass', 'outdoor', 'sky', 'field', 'standing', 'mammal', 'animal', 'group', 'herd', 'grassy']"
8015,5,4,9,55.55555555555556,"['zebra', 'grass', 'outdoor', 'sky', 'field', 'animal', 'standing', 'group', 'herd', 'mammal', 'grassy']"
8317,16,13,29,55.172413793103445,"['outdoor', 'tree', 'sky', 'giraffe', 'animal', 'field', 'standing', 'mammal', 'grassy']"
5500,11,9,20,55.0,"['grass', 'zebra', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'green', 'group', 'grassy']"
376,11,9,20,55.0,"['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'grazing', 'standing', 'eating', 'green', 'grassy']"
4899,11,9,20,55.0,"['grass', 'outdoor', 'tree', 'sky', 'animal', 'mammal', 'field', 'deer']"
564,11,9,20,55.0,"['zebra', 'grass', 'outdoor', 'tree', 'mammal', 'animal', 'field', 'group']"
3117,11,9,20,55.0,"['grass', 'outdoor', 'sky', 'field', 'animal', 'zebra', 'mammal', 'standing', 'grassy']"
93,11,9,20,55.0,"['outdoor', 'grass', 'tree', 'animal', 'mammal', 'antelope', 'field', 'standing', 'tall', 'brush']"
7796,11,9,20,55.0,"['zebra', 'grass', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'open']"
4924,11,9,20,55.0,"['zebra', 'grass', 'outdoor', 'sky', 'animal', 'field', 'mammal', 'standing', 'group']"
8334,21,18,39,53.84615384615385,"['giraffe', 'animal', 'outdoor', 'mammal', 'grass']"
5677,16,14,30,53.333333333333336,"['grass', 'zebra', 'outdoor', 'sky', 'animal', 'field', 'mammal', 'standing', 'group']"
5014,16,14,30,53.333333333333336,"['outdoor', 'grass', 'giraffe', 'animal', 'field', 'mammal', 'tall', 'standing', 'green', 'grassy']"
8350,26,24,50,52.0,"['giraffe', 'outdoor', 'grass', 'animal', 'mammal', 'field', 'standing', 'tall', 'deer', 'green', 'lone', 'grassy']"
8337,31,29,60,51.666666666666664,"['outdoor', 'tree', 'giraffe', 'grass', 'animal', 'mammal', 'field', 'standing']"
1781,10,10,20,50.0,"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'dry']"
1975,5,5,10,50.0,"['zebra', 'grass', 'animal', 'outdoor', 'mammal', 'ground', 'field', 'standing', 'group']"
489,5,5,10,50.0,"['grass', 'outdoor', 'bird', 'water', 'animal', 'standing', 'flock', 'aquatic bird', 'group']"
1928,5,5,10,50.0,"['grass', 'outdoor', 'zebra', 'animal', 'sky', 'field', 'mammal', 'open', 'grassy', 'dry']"
1920,9,9,18,50.0,"['grass', 'outdoor', 'zebra', 'animal', 'field', 'mammal', 'standing', 'brown', 'dry', 'tall', 'group', 'grassy', 'open']"
4904,5,5,10,50.0,"['grass', 'outdoor', 'zebra', 'animal', 'field', 'mammal', 'sky', 'standing', 'brown', 'grassy']"
1819,5,5,10,50.0,"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'dry', 'grassy']"
4916,5,5,10,50.0,"['grass', 'outdoor', 'zebra', 'animal', 'field', 'mammal', 'dry', 'standing', 'brown', 'grassy', 'tall']"
2777,5,5,10,50.0,"['grass', 'outdoor', 'animal', 'field', 'sky', 'mammal', 'zebra', 'standing', 'dry', 'open', 'lone', 'tall']"
4934,5,5,10,50.0,"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'standing', 'field']"
160,5,5,10,50.0,"['grass', 'zebra', 'outdoor', 'animal', 'sky', 'field', 'mammal', 'standing', 'dry']"
159,5,5,10,50.0,"['grass', 'outdoor', 'zebra', 'sky', 'animal', 'field', 'mammal', 'standing', 'dry', 'group']"
1515,5,5,10,50.0,"['zebra', 'outdoor', 'mammal', 'animal', 'ground', 'grass', 'field', 'standing']"
1321,5,5,10,50.0,"['grass', 'zebra', 'outdoor', 'field', 'tree', 'animal', 'grazing', 'mammal', 'grassy', 'green', 'group', 'open']"
4885,5,5,10,50.0,"['grass', 'zebra', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'standing', 'grassy', 'open', 'tall']"
2813,5,5,10,50.0,"['outdoor', 'grass', 'tree', 'sky', 'giraffe', 'field', 'standing', 'tall', 'mammal', 'plant', 'grassy', 'wild']"
2892,5,5,10,50.0,"['zebra', 'grass', 'sky', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'group', 'tall']"
1982,5,5,10,50.0,"['zebra', 'grass', 'outdoor', 'animal', 'ground', 'mammal', 'standing', 'field', 'group']"
4842,5,5,10,50.0,"['zebra', 'grass', 'outdoor', 'sky', 'animal', 'field', 'mammal', 'group']"
488,5,5,10,50.0,"['outdoor', 'bird', 'water', 'grass', 'animal', 'aquatic bird', 'standing', 'group', 'flock', 'river']"
2002,5,5,10,50.0,"['zebra', 'grass', 'outdoor', 'animal', 'field', 'mammal', 'herd', 'group', 'wild', 'dry', 'grassy']"
5588,5,5,10,50.0,"['tree', 'animal', 'mammal', 'outdoor', 'ground']"
5013,5,5,10,50.0,"['grass', 'outdoor', 'sky', 'animal', 'mammal', 'field', 'tall', 'mountain', 'green', 'grassy']"
3341,5,5,10,50.0,"['grass', 'zebra', 'outdoor', 'field', 'animal', 'standing', 'mammal', 'grassy']"
4972,5,5,10,50.0,"['zebra', 'grass', 'outdoor', 'animal', 'field', 'mammal', 'herd', 'tall', 'group', 'mountain', 'wild']"
2733,5,5,10,50.0,"['grass', 'zebra', 'outdoor', 'field', 'herd', 'animal', 'mammal', 'group', 'grassy', 'wild', 'plain']"
27,5,5,10,50.0,"['outdoor', 'grass', 'animal', 'zebra', 'mammal', 'sky', 'tree', 'field', 'standing', 'tall', 'grassy', 'open']"
2690,5,5,10,50.0,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'herd', 'field', 'group']"
2674,5,5,10,50.0,"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'dry']"
474,5,5,10,50.0,"['grass', 'outdoor', 'sky', 'field', 'tall', 'grassy', 'group', 'dry']"
2419,5,5,10,50.0,"['grass', 'outdoor', 'zebra', 'animal', 'field', 'mammal', 'standing', 'open', 'grassy']"
2385,5,5,10,50.0,"['zebra', 'grass', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'standing', 'tall', 'walking', 'grassy', 'wild', 'group']"
226,10,10,20,50.0,"['tree', 'outdoor', 'sky', 'grass', 'giraffe', 'animal', 'field', 'standing', 'mammal', 'green', 'grassy']"
2234,5,5,10,50.0,"['zebra', 'grass', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'grassy', 'dry']"
357,15,15,30,50.0,"['grass', 'outdoor', 'zebra', 'field', 'sky', 'animal', 'mammal', 'standing', 'green', 'grassy']"
4852,5,5,10,50.0,"['outdoor', 'sky', 'ground', 'grass', 'dirt', 'mammal', 'walking', 'running', 'group']"
4854,5,5,10,50.0,"['grass', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'herd', 'group', 'open', 'grassy']"
8063,5,5,10,50.0,"['zebra', 'grass', 'outdoor', 'sky', 'animal', 'mammal', 'field', 'group']"
3323,5,5,10,50.0,"['outdoor', 'tree', 'grass', 'field', 'grassy']"
3418,5,5,10,50.0,"['water', 'outdoor']"
3487,5,5,10,50.0,"['outdoor', 'ground', 'bird', 'animal', 'grass', 'aquatic bird', 'field', 'standing']"
4980,5,5,10,50.0,"['zebra', 'grass', 'outdoor', 'mammal', 'animal', 'herd', 'field', 'mountain', 'tall', 'group', 'wild']"
434,5,5,10,50.0,"['tree', 'outdoor', 'grass', 'sky', 'nature', 'animal']"
3100,5,5,10,50.0,"['grass', 'outdoor', 'field', 'sky', 'animal', 'mammal', 'green', 'grassy', 'standing']"
3060,5,5,10,50.0,"['grass', 'zebra', 'outdoor', 'sky', 'field', 'mammal', 'animal', 'grassy', 'open']"
306,5,5,10,50.0,"['giraffe', 'outdoor', 'tree', 'grass', 'sky', 'animal', 'mammal', 'field', 'standing', 'green', 'grassy', 'leaf', 'big cat', 'bushes']"
130,5,5,10,50.0,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'open', 'grassy']"
2319,5,5,10,50.0,"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'brown', 'dry', 'grassy']"
4994,5,5,10,50.0,"['grass', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'tall', 'standing', 'grassy', 'group', 'zebra']"
1114,5,5,10,50.0,"['grass', 'outdoor', 'field', 'animal', 'mammal', 'green', 'grassy']"
311,5,5,10,50.0,"['tree', 'giraffe', 'outdoor', 'sky', 'animal', 'mammal', 'standing', 'leaf']"
5045,5,5,10,50.0,"['grass', 'outdoor', 'zebra', 'field', 'animal', 'sky', 'mammal']"
1236,5,5,10,50.0,"['zebra', 'grass', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'herd', 'group', 'standing', 'grassy', 'dry', 'tall']"
5049,5,5,10,50.0,"['zebra', 'grass', 'outdoor', 'mammal', 'animal', 'field', 'standing', 'group', 'dry']"
4988,5,5,10,50.0,"['zebra', 'grass', 'outdoor', 'tree', 'mammal', 'animal', 'field', 'standing', 'group']"
1262,5,5,10,50.0,"['tree', 'animal', 'outdoor', 'giraffe']"
1254,5,5,10,50.0,"['zebra', 'grass', 'outdoor', 'tree', 'mammal', 'animal', 'field']"
1012,5,5,10,50.0,"['giraffe', 'outdoor', 'grass', 'tree', 'animal', 'mammal', 'standing']"
3102,5,5,10,50.0,"['zebra', 'grass', 'outdoor', 'field', 'animal', 'mammal', 'grassy', 'green']"
3116,10,10,20,50.0,"['grass', 'outdoor', 'sky', 'field', 'animal', 'zebra', 'mammal', 'standing']"
3695,5,5,10,50.0,"['ground', 'outdoor', 'zebra', 'animal', 'mammal', 'standing', 'dirt']"
3358,5,5,10,50.0,"['zebra', 'grass', 'outdoor', 'tree', 'field', 'mammal', 'animal', 'standing', 'grassy', 'green', 'tall']"
3468,5,5,10,50.0,"['grass', 'outdoor', 'field', 'animal', 'standing', 'bird', 'grassy']"
373,10,10,20,50.0,"['zebra', 'tree', 'outdoor', 'grass', 'animal', 'mammal', 'standing', 'field']"
3459,5,5,10,50.0,"['grass', 'outdoor', 'field', 'animal', 'grassy', 'green', 'bird', 'ostrich']"
3803,5,5,10,50.0,"['grass', 'outdoor', 'tree', 'animal', 'field', 'mammal']"
3375,15,15,30,50.0,"['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'standing']"
392,10,10,20,50.0,"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'standing', 'grassy']"
3369,5,5,10,50.0,"['zebra', 'grass', 'outdoor', 'field', 'mammal', 'animal', 'standing', 'grassy']"
398,10,10,20,50.0,"['grass', 'outdoor', 'zebra', 'animal', 'ground', 'mammal', 'field', 'standing']"
3118,5,5,10,50.0,"['grass', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'zebra', 'standing', 'grassy']"
3313,5,5,10,50.0,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing']"
3,5,5,10,50.0,"['grass', 'outdoor', 'zebra', 'animal', 'mammal', 'field', 'standing', 'grassy', 'open']"
403,15,15,30,50.0,"['grass', 'outdoor', 'tree', 'giraffe', 'animal', 'mammal', 'field', 'green']"
4048,5,5,10,50.0,"['zebra', 'grass', 'outdoor', 'sky', 'animal', 'field', 'mammal', 'standing', 'open', 'grassy']"
316,10,10,20,50.0,"['grass', 'zebra', 'outdoor', 'field', 'mammal', 'animal', 'grassy']"
3157,5,5,10,50.0,"['zebra', 'grass', 'outdoor', 'mammal', 'animal', 'tree', 'field', 'standing', 'grassy']"
3144,5,5,10,50.0,"['giraffe', 'outdoor', 'animal', 'mammal']"
6441,5,5,10,50.0,"['grass', 'outdoor', 'zebra', 'animal', 'mammal', 'field', 'grassy']"
687,5,5,10,50.0,"['grass', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'grassy', 'group', 'green', 'tall']"
772,5,5,10,50.0,"['zebra', 'grass', 'outdoor', 'tree', 'mammal', 'animal', 'field', 'standing']"
5657,15,15,30,50.0,"['outdoor', 'grass', 'sky', 'animal', 'mammal', 'field', 'standing', 'tall', 'deer', 'grassy']"
518,5,5,10,50.0,"['grass', 'outdoor', 'giraffe', 'animal', 'field', 'mammal', 'hyena']"
9384,4,4,8,50.0,"['grass', 'zebra', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'standing', 'tall', 'group', 'grassy', 'herd', 'open', 'dry', 'wild']"
7775,5,5,10,50.0,"['zebra', 'grass', 'outdoor', 'sky', 'animal', 'mammal', 'field', 'standing', 'group']"
519,5,5,10,50.0,"['grass', 'outdoor', 'giraffe', 'animal', 'field', 'mammal', 'open', 'grassy']"
7922,5,5,10,50.0,"['zebra', 'outdoor', 'tree', 'grass', 'animal', 'mammal', 'ground', 'standing']"
9380,5,5,10,50.0,"['grass', 'zebra', 'outdoor', 'sky', 'field', 'tree', 'mammal', 'animal', 'tall', 'standing', 'group', 'grassy', 'wild']"
782,5,5,10,50.0,"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'standing', 'grassy', 'tall']"
9368,5,5,10,50.0,"['giraffe', 'grass', 'outdoor', 'animal', 'tree', 'field', 'mammal', 'tall', 'standing', 'green', 'grassy', 'wild']"
729,5,5,10,50.0,"['zebra', 'grass', 'outdoor', 'sky', 'animal', 'field', 'mammal', 'grassy', 'open']"
7858,5,5,10,50.0,"['zebra', 'outdoor', 'tree', 'ground', 'sky', 'mammal', 'animal', 'dirt', 'standing']"
8276,5,5,10,50.0,"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal']"
5349,5,5,10,50.0,"['grass', 'outdoor', 'sky', 'field', 'group', 'grassy', 'standing', 'herd', 'mammal', 'open']"
601,5,5,10,50.0,"['grass', 'outdoor', 'zebra', 'sky', 'field', 'animal', 'mammal', 'standing', 'tall', 'grassy', 'wild']"
6174,5,5,10,50.0,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing']"
7895,5,5,10,50.0,"['grass', 'outdoor', 'sky', 'field', 'grassy', 'standing', 'plain', 'group', 'open']"
7049,5,5,10,50.0,"['zebra', 'grass', 'outdoor', 'mammal', 'animal', 'sky', 'tree', 'field', 'standing']"
7037,5,5,10,50.0,"['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'standing']"
94,15,15,30,50.0,"['grass', 'outdoor', 'animal', 'tree', 'field', 'standing', 'mammal', 'tall', 'dry']"
963,10,10,20,50.0,"['giraffe', 'grass', 'outdoor', 'tree', 'animal', 'mammal', 'standing', 'field', 'tall', 'deer', 'grassy']"
5140,5,5,10,50.0,"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'standing', 'open', 'grassy']"
7924,5,5,10,50.0,"['zebra', 'grass', 'outdoor', 'animal', 'standing', 'field', 'mammal', 'group']"
804,5,5,10,50.0,"['grass', 'outdoor', 'sky', 'field', 'tall', 'standing']"
767,5,5,10,50.0,"['grass', 'zebra', 'outdoor', 'animal', 'field', 'sky', 'mammal', 'standing', 'grassy', 'open']"
916,5,5,10,50.0,"['outdoor', 'tree', 'zebra', 'grass', 'mammal', 'animal', 'standing', 'field']"
5259,5,5,10,50.0,"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'ground', 'herd', 'group']"
7943,5,5,10,50.0,"['zebra', 'grass', 'outdoor', 'animal', 'field', 'standing', 'mammal']"
9052,5,5,10,50.0,"['grass', 'outdoor', 'zebra', 'sky', 'field', 'animal', 'tall', 'mammal', 'standing', 'grassy']"
7929,5,5,10,50.0,"['zebra', 'grass', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'group', 'grassy']"
7650,5,5,10,50.0,"['outdoor', 'grass', 'field', 'mountain', 'grassy', 'wild']"
976,5,5,10,50.0,"['outdoor', 'tree', 'sky', 'giraffe', 'grass', 'field', 'standing', 'animal', 'walking', 'wild', 'mammal', 'brush', 'grassy', 'bushes']"
53,5,5,10,50.0,"['zebra', 'ground', 'animal', 'outdoor', 'mammal', 'standing', 'dirt']"
8228,5,5,10,50.0,"['grass', 'outdoor', 'tree', 'animal', 'field', 'mammal', 'grassy']"
8189,5,5,10,50.0,"['zebra', 'grass', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'dry']"
9181,5,5,10,50.0,"['zebra', 'tree', 'outdoor', 'grass', 'mammal', 'animal', 'ground', 'standing', 'field', 'dirt']"
5189,5,5,10,50.0,"['zebra', 'sky', 'outdoor', 'animal', 'tree', 'grass', 'mammal', 'standing']"
984,10,10,20,50.0,"['grass', 'outdoor', 'field', 'animal', 'mammal']"
735,5,5,10,50.0,"['zebra', 'grass', 'outdoor', 'animal', 'field', 'mammal', 'standing']"
807,5,5,10,50.0,"['grass', 'outdoor', 'sky', 'field', 'tall', 'herd']"
6918,5,5,10,50.0,"['grass', 'outdoor', 'sky', 'animal', 'mammal', 'field', 'grassy', 'standing', 'open']"
5665,5,5,10,50.0,"['grass', 'outdoor', 'zebra', 'animal', 'mammal', 'field']"
5644,5,5,10,50.0,"['tree', 'grass', 'outdoor', 'cow', 'sky', 'field', 'standing', 'animal', 'bovine', 'mammal', 'brown']"
610,5,5,10,50.0,"['grass', 'zebra', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'herd', 'group', 'open', 'grassy', 'plain']"
5373,5,5,10,50.0,"['grass', 'outdoor', 'sky', 'field', 'grassy', 'mammal', 'animal', 'standing', 'open']"
8096,5,5,10,50.0,"['grass', 'zebra', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'group', 'herd', 'grassy']"
6970,5,5,10,50.0,"['grass', 'outdoor', 'giraffe', 'animal', 'sky', 'mammal', 'field', 'standing', 'grassy', 'green']"
6932,5,5,10,50.0,"['grass', 'outdoor', 'giraffe', 'sky', 'animal', 'field', 'mammal', 'standing', 'grassy']"
8923,5,5,10,50.0,"['grass', 'outdoor', 'zebra', 'sky', 'field', 'animal', 'standing', 'tall', 'mammal', 'group', 'grassy']"
7697,5,5,10,50.0,"['tree', 'outdoor']"
5443,5,5,10,50.0,"['grass', 'outdoor', 'tree', 'field', 'animal', 'mammal', 'green', 'grassy']"
818,5,5,10,50.0,"['grass', 'outdoor', 'zebra', 'animal', 'mammal', 'sky', 'field', 'mountain', 'herd']"
7719,5,5,10,50.0,"['giraffe', 'tree', 'outdoor', 'sky', 'grass', 'animal', 'standing', 'mammal']"
6864,5,5,10,50.0,"['tree', 'outdoor', 'nature']"
7720,5,5,10,50.0,"['outdoor', 'grass', 'giraffe', 'animal', 'mammal', 'field', 'sky', 'standing', 'open', 'grassy', 'plain']"
7480,5,5,10,50.0,"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'standing', 'field']"
8820,5,5,10,50.0,"['grass', 'zebra', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'group', 'grassy', 'standing', 'open']"
685,5,5,10,50.0,"['grass', 'outdoor', 'sky', 'animal', 'field', 'mammal', 'tall', 'grassy', 'green', 'group']"
6835,5,5,10,50.0,"['grass', 'outdoor', 'field', 'animal', 'mammal', 'zebra']"
8800,5,5,10,50.0,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field']"
7461,5,5,10,50.0,"['zebra', 'grass', 'outdoor', 'ground', 'animal', 'mammal', 'field', 'standing']"
