GID,Album,AGE,INDIVIDUAL_NAME,QUALITY,SEX,SPECIES,VIEW_POINT,tags,Shares,Not Shares,Total,Proportion,URL
5691,photo_album_41,infant,____,junk,UNKNOWN NAME,giraffe_masai,frontleft,"['giraffe', 'outdoor', 'grass', 'tree', 'mountain', 'tall', 'wild', 'bushes', 'lone']",3,7,10,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/5691.jpeg"" width = ""350"">"
3246,photo_album_18,adult,IBEIS_PZ_0874,ok,Male,zebra_plains,left,"['tree', 'outdoor', 'zebra', 'grass', 'animal', 'mammal', 'standing', 'giraffe']",3,7,10,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/3246.jpeg"" width = ""350"">"
1178,photo_album_74,infant,IBEIS_PZ_1858,ok,Female,zebra_plains,left,"['grass', 'outdoor', 'zebra', 'sky', 'animal', 'standing', 'mammal', 'field', 'tall', 'giraffe']",3,7,10,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/1178.jpeg"" width = ""350"">"
5700,photo_album_3,infant,____,poor,UNKNOWN NAME,zebra_plains,left,"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'standing', 'tall', 'grassy', 'dry', 'giraffe']",3,7,10,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/5700.jpeg"" width = ""350"">"
6811,photo_album_45,infant,____,poor,UNKNOWN NAME,zebra_plains,left,"['zebra', 'animal', 'outdoor', 'grass', 'standing', 'mammal', 'dry']",3,7,10,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/6811.jpeg"" width = ""350"">"
5701,photo_album_3,infant,____,poor,UNKNOWN NAME,zebra_plains,left,"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'standing', 'group', 'tall', 'grassy', 'wild', 'dry']",3,7,10,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/5701.jpeg"" width = ""350"">"
5727,photo_album_24,infant,____,ok,UNKNOWN NAME,zebra_plains,backleft,"['zebra', 'grass', 'outdoor', 'animal', 'ground', 'mammal', 'field', 'standing', 'dirt']",3,7,10,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/5727.jpeg"" width = ""350"">"
2281,photo_album_9,infant,IBEIS_PZ_0454,ok,Female,zebra_plains,left,"['zebra', 'grass', 'outdoor', 'field', 'animal', 'mammal', 'walking', 'open', 'running', 'plain', 'grassy', 'dry', 'wild', 'distance']",3,7,10,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/2281.jpeg"" width = ""350"">"
6759,photo_album_45,infant,____,poor,UNKNOWN NAME,zebra_plains,backleft,"['grass', 'outdoor', 'zebra', 'sky', 'field', 'tree', 'animal', 'standing', 'tall', 'grassy', 'mammal', 'green', 'open', 'wild', 'giraffe', 'lush', 'distance', 'day']",3,7,10,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/6759.jpeg"" width = ""350"">"
6179,photo_album_94,adult,IBEIS_PZ_1138,ok,Male,zebra_plains,left,"['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'standing', 'tall', 'dry', 'grassy', 'open', 'lone']",3,7,10,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/6179.jpeg"" width = ""350"">"
3965,photo_album_52,adult,IBEIS_PZ_0620,good,Female,zebra_plains,left,"['grass', 'outdoor', 'sky', 'animal', 'zebra', 'field', 'mammal', 'grassy', 'open', 'group', 'dry']",3,7,10,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/3965.jpeg"" width = ""350"">"
3922,photo_album_52,adult,IBEIS_PZ_1624,ok,Female,zebra_plains,left,"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'open', 'grassy', 'tall', 'plain', 'dry', 'lone', 'distance']",3,7,10,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/3922.jpeg"" width = ""350"">"
4825,photo_album_44,infant,____,poor,UNKNOWN NAME,zebra_plains,left,"['outdoor', 'sky', 'ground', 'animal', 'herd', 'mammal', 'field', 'group', 'dirt', 'dry', 'wild']",3,7,10,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/4825.jpeg"" width = ""350"">"
1846,"photo_album_76,photo_album_76","juveniles- two year old,adult","IBEIS_PZ_0677,IBEIS_PZ_1288","good,ok","Male,Male","zebra_plains,zebra_plains","left,left","['zebra', 'grass', 'outdoor', 'ground', 'animal', 'mammal', 'group', 'dirt']",3,7,10,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/1846.jpeg"" width = ""350"">"
4886,photo_album_51,adult,IBEIS_PZ_0850,poor,UNKNOWN SEX,zebra_plains,left,"['grass', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'tall', 'standing', 'zebra', 'grassy', 'open', 'wild', 'day', 'giraffe']",3,7,10,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/4886.jpeg"" width = ""350"">"
1796,photo_album_54,infant,IBEIS_PZ_1360,poor,UNKNOWN SEX,zebra_plains,left,"['grass', 'outdoor', 'zebra', 'animal', 'tree', 'mammal', 'field', 'standing', 'dry', 'wild', 'lone', 'grassy', 'bushes']",3,7,10,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/1796.jpeg"" width = ""350"">"
6642,photo_album_66,infant,____,poor,UNKNOWN NAME,zebra_plains,left,"['grass', 'outdoor', 'zebra', 'field', 'sky', 'animal', 'mammal', 'tall', 'grassy', 'group', 'open', 'wild', 'lush', 'day']",3,7,10,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/6642.jpeg"" width = ""350"">"
6505,"photo_album_66,photo_album_66","infant,infant","____,____","poor,poor","UNKNOWN NAME,UNKNOWN NAME","zebra_plains,zebra_plains","left,backright","['zebra', 'grass', 'outdoor', 'sky', 'field', 'animal', 'tall', 'mammal', 'standing', 'grassy', 'group', 'lush', 'giraffe']",3,7,10,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/6505.jpeg"" width = ""350"">"
2235,photo_album_96,juveniles - one year old,IBEIS_PZ_1228,good,Male,zebra_plains,left,"['grass', 'outdoor', 'zebra', 'animal', 'field', 'mammal', 'standing', 'open', 'grassy', 'dry', 'lone']",3,7,10,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/2235.jpeg"" width = ""350"">"
3354,photo_album_92,adult,IBEIS_PZ_0900,poor,Male,zebra_plains,left,"['zebra', 'grass', 'outdoor', 'field', 'animal', 'mammal', 'standing', 'grassy', 'wild', 'lush', 'distance']",3,7,10,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/3354.jpeg"" width = ""350"">"
1170,photo_album_74,infant,____,poor,UNKNOWN NAME,zebra_plains,left,"['outdoor', 'grass', 'sky', 'animal', 'mammal', 'standing', 'zebra', 'field', 'tall', 'dry']",3,7,10,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/1170.jpeg"" width = ""350"">"
2735,photo_album_21,adult,IBEIS_PZ_1689,ok,UNKNOWN SEX,zebra_plains,left,"['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'herd', 'grassy', 'standing', 'group', 'open', 'wild', 'plain']",3,7,10,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/2735.jpeg"" width = ""350"">"
3115,"photo_album_61,photo_album_98","infant,infant","IBEIS_PZ_0927,IBEIS_PZ_0927","ok,ok","UNKNOWN SEX,UNKNOWN SEX","zebra_plains,zebra_plains","left,left","['grass', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'zebra', 'standing', 'grassy', 'lush', 'day']",6,14,20,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/3115.jpeg"" width = ""350"">"
5081,photo_album_37,adult,IBEIS_PZ_1882,ok,Female,zebra_plains,left,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'dry', 'lone']",3,7,10,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/5081.jpeg"" width = ""350"">"
4584,photo_album_63,juveniles - one year old,IBEIS_PZ_0522,good,Male,zebra_plains,left,"['grass', 'outdoor', 'zebra', 'sky', 'animal', 'mammal', 'field', 'standing', 'open', 'dry', 'plain']",3,7,10,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/4584.jpeg"" width = ""350"">"
5155,photo_album_64,adult,IBEIS_PZ_1602,good,Female,zebra_plains,left,"['grass', 'outdoor', 'zebra', 'sky', 'field', 'animal', 'mammal', 'standing', 'dry', 'grassy', 'tall', 'open', 'day', 'giraffe']",3,7,10,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/5155.jpeg"" width = ""350"">"
4592,photo_album_60,juveniles - one year old,IBEIS_PZ_1627,good,UNKNOWN SEX,zebra_plains,left,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'grassy']",3,7,10,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/4592.jpeg"" width = ""350"">"
4996,"photo_album_4,photo_album_91","adult,adult","IBEIS_PZ_1388,IBEIS_PZ_1388","ok,ok","Female,Female","zebra_plains,zebra_plains","backleft,backleft","['grass', 'outdoor', 'sky', 'zebra', 'animal', 'field', 'mammal', 'standing', 'tall', 'dry', 'grassy', 'wild']",6,14,20,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/4996.jpeg"" width = ""350"">"
2440,photo_album_96,adult,IBEIS_PZ_1442,excellent,Male,zebra_plains,left,"['grass', 'outdoor', 'zebra', 'animal', 'field', 'mammal', 'standing', 'grassy', 'open', 'dry', 'lone', 'plain', 'distance']",3,7,10,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/2440.jpeg"" width = ""350"">"
5171,"photo_album_39,photo_album_39","infant,juveniles - one year old","____,IBEIS_PZ_1832","junk,good","UNKNOWN NAME,Female","zebra_plains,zebra_plains","left,left","['zebra', 'outdoor', 'animal', 'grass', 'mammal', 'field', 'standing', 'dry', 'dirt']",3,7,10,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/5171.jpeg"" width = ""350"">"
5186,photo_album_39,adult,IBEIS_PZ_1830,good,Female,zebra_plains,left,"['grass', 'zebra', 'outdoor', 'sky', 'animal', 'field', 'mammal', 'dry', 'wild', 'open', 'grassy', 'day']",3,7,10,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/5186.jpeg"" width = ""350"">"
2796,photo_album_79,infant,____,poor,UNKNOWN NAME,giraffe_masai,left,"['grass', 'outdoor', 'sky', 'field', 'tall', 'standing', 'grassy', 'plant', 'wild', 'dry', 'bushes']",3,7,10,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/2796.jpeg"" width = ""350"">"
5240,photo_album_64,infant,____,junk,UNKNOWN NAME,zebra_plains,left,"['grass', 'outdoor', 'zebra', 'animal', 'field', 'mammal', 'standing', 'dry', 'brown', 'tall', 'group', 'grassy']",3,7,10,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/5240.jpeg"" width = ""350"">"
3113,photo_album_61,infant,IBEIS_PZ_0974,poor,UNKNOWN SEX,zebra_plains,left,"['grass', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'standing', 'zebra', 'grassy', 'lush', 'day', 'distance']",3,7,10,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/3113.jpeg"" width = ""350"">"
5054,photo_album_37,adult,IBEIS_PZ_1823,excellent,Male,zebra_plains,left,"['grass', 'outdoor', 'zebra', 'sky', 'animal', 'mammal', 'standing', 'field', 'dry']",3,7,10,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/5054.jpeg"" width = ""350"">"
7353,photo_album_31,infant,____,poor,UNKNOWN NAME,zebra_plains,left,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'dry']",3,7,10,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/7353.jpeg"" width = ""350"">"
3096,photo_album_61,infant,IBEIS_PZ_0934,poor,UNKNOWN SEX,zebra_plains,left,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'grassy', 'lush']",3,7,10,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/3096.jpeg"" width = ""350"">"
1167,photo_album_74,infant,____,poor,UNKNOWN NAME,zebra_plains,left,"['grass', 'outdoor', 'zebra', 'sky', 'animal', 'field', 'standing', 'mammal', 'tall', 'grassy', 'day', 'lush']",3,7,10,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/1167.jpeg"" width = ""350"">"
4075,photo_album_99,infant,____,poor,UNKNOWN NAME,giraffe_masai,left,"['outdoor', 'tree', 'giraffe', 'sky', 'standing', 'lush', 'day']",3,7,10,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/4075.jpeg"" width = ""350"">"
4941,photo_album_35,juveniles- two year old,IBEIS_PZ_0837,poor,UNKNOWN SEX,zebra_plains,left,"['grass', 'outdoor', 'animal', 'field', 'zebra', 'mammal', 'standing', 'dry', 'tall']",3,7,10,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/4941.jpeg"" width = ""350"">"
4432,photo_album_60,infant,____,poor,UNKNOWN NAME,giraffe_masai,left,"['outdoor', 'grass', 'sky', 'field', 'standing', 'tall', 'grassy', 'wild', 'lush', 'megalith', 'distance']",3,7,10,30.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/4432.jpeg"" width = ""350"">"
394,"photo_album_1,photo_album_19,photo_album_46","infant,infant,infant","IBEIS_PZ_1489,IBEIS_PZ_1489,IBEIS_PZ_1489","good,good,good","UNKNOWN SEX,UNKNOWN SEX,UNKNOWN SEX","zebra_plains,zebra_plains,zebra_plains","frontleft,frontleft,frontleft","['grass', 'zebra', 'outdoor', 'tree', 'animal', 'mammal', 'field', 'lone', 'lush']",8,22,30,26.66666666666667,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/394.jpeg"" width = ""350"">"
359,"photo_album_1,photo_album_46","infant,infant","____,____","ok,ok","UNKNOWN NAME,UNKNOWN NAME","zebra_plains,zebra_plains","right,right","['outdoor', 'grass', 'zebra', 'tree', 'animal', 'field', 'mammal', 'standing', 'tall', 'lone', 'grassy', 'lush']",5,14,19,26.315789473684212,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/359.jpeg"" width = ""350"">"
7945,"photo_album_16,photo_album_47","adult,adult","IBEIS_PZ_0230,IBEIS_PZ_0230","poor,poor","Female,Female","zebra_plains,zebra_plains","left,left","['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'tree', 'field', 'standing', 'grassy', 'wild', 'lone', 'dry', 'distance']",5,15,20,25.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/7945.jpeg"" width = ""350"">"
3106,"photo_album_61,photo_album_98","juveniles - one year old,juveniles - one year old","IBEIS_PZ_0967,IBEIS_PZ_0967","poor,poor","Male,Male","zebra_plains,zebra_plains","left,left","['zebra', 'grass', 'outdoor', 'field', 'sky', 'animal', 'standing', 'mammal', 'grassy', 'wild', 'lush', 'day', 'distance']",5,15,20,25.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/3106.jpeg"" width = ""350"">"
7977,"photo_album_47,photo_album_88,photo_album_47,photo_album_88","adult,adult,infant,infant","IBEIS_PZ_0034,IBEIS_PZ_0034,IBEIS_PZ_0045,IBEIS_PZ_0045","poor,poor,poor,poor","Male,Male,UNKNOWN SEX,UNKNOWN SEX","zebra_plains,zebra_plains,zebra_plains,zebra_plains","left,left,backleft,backleft","['zebra', 'grass', 'outdoor', 'tree', 'animal', 'mammal', 'standing', 'field', 'bushes', 'dirt']",5,15,20,25.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/7977.jpeg"" width = ""350"">"
975,"photo_album_56,photo_album_83","infant,infant","IBEIS_PZ_1383,IBEIS_PZ_1383","ok,ok","UNKNOWN SEX,UNKNOWN SEX","zebra_plains,zebra_plains","right,right","['grass', 'outdoor', 'tree', 'sky', 'ground', 'dirt', 'wild', 'wooded', 'day']",5,15,20,25.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/975.jpeg"" width = ""350"">"
8038,"photo_album_30,photo_album_30","adult,infant","IBEIS_PZ_0067,IBEIS_PZ_0068","ok,ok","Female,Male","zebra_plains,zebra_plains","left,left","['grass', 'zebra', 'outdoor', 'sky', 'field', 'animal', 'standing', 'group', 'grassy', 'open', 'dry', 'wild', 'plain', 'distance']",2,7,9,22.222222222222218,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8038.jpeg"" width = ""350"">"
5695,photo_album_24,adult,IBEIS_PZ_1864,ok,Female,zebra_plains,left,"['zebra', 'grass', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'tall', 'group', 'grassy', 'dry']",2,7,9,22.222222222222218,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/5695.jpeg"" width = ""350"">"
657,"photo_album_26,photo_album_26,photo_album_26","infant,infant,infant","____,____,____","junk,poor,poor","UNKNOWN NAME,UNKNOWN NAME,UNKNOWN NAME","zebra_plains,zebra_plains,zebra_plains","left,left,left","['zebra', 'grass', 'outdoor', 'tree', 'animal', 'mammal', 'field', 'standing', 'herd', 'group', 'wild', 'tall', 'grassy']",2,7,9,22.222222222222218,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/657.jpeg"" width = ""350"">"
1988,"photo_album_22,photo_album_22","adult,adult","IBEIS_PZ_1268,IBEIS_PZ_1262","junk,ok","Male,Male","zebra_plains,zebra_plains","front,left","['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'herd', 'group', 'dry', 'wild', 'plain', 'drinking']",2,7,9,22.222222222222218,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/1988.jpeg"" width = ""350"">"
8065,"photo_album_30,photo_album_30","adult,adult","IBEIS_PZ_0132,IBEIS_PZ_0127","ok,poor","Female,Male","zebra_plains,zebra_plains","left,left","['grass', 'outdoor', 'zebra', 'sky', 'field', 'mammal', 'animal', 'herd', 'group', 'grassy', 'dry', 'open', 'plain', 'wild', 'distance']",2,7,9,22.222222222222218,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8065.jpeg"" width = ""350"">"
7759,"photo_album_27,photo_album_71","adult,adult","IBEIS_PZ_1086,IBEIS_PZ_1086","poor,poor","Female,Female","zebra_plains,zebra_plains","backright,backright","['grass', 'zebra', 'outdoor', 'sky', 'field', 'standing', 'animal', 'mammal', 'grassy', 'group', 'tall', 'dry', 'open', 'wild', 'plain', 'distance', 'day']",4,15,19,21.05263157894737,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/7759.jpeg"" width = ""350"">"
352,"photo_album_1,photo_album_14,photo_album_46","infant,infant,infant","____,____,____","ok,ok,ok","UNKNOWN NAME,UNKNOWN NAME,UNKNOWN NAME","zebra_plains,zebra_plains,zebra_plains","right,right,right","['grass', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'zebra', 'lush']",6,23,29,20.689655172413797,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/352.jpeg"" width = ""350"">"
8321,"photo_album_11,photo_album_17,photo_album_42,photo_album_67,photo_album_11,photo_album_17,photo_album_42,photo_album_67","adult,adult,adult,adult,unknown,unknown,unknown,unknown","NNP_GIRM_0016,NNP_GIRM_0016,NNP_GIRM_0016,NNP_GIRM_0016,NNP_GIRM_0064,NNP_GIRM_0064,NNP_GIRM_0064,NNP_GIRM_0064","ok,ok,ok,ok,poor,poor,poor,poor","Female,Female,Female,Female,UNKNOWN SEX,UNKNOWN SEX,UNKNOWN SEX,UNKNOWN SEX","giraffe_masai,giraffe_masai,giraffe_masai,giraffe_masai,giraffe_masai,giraffe_masai,giraffe_masai,giraffe_masai","right,right,right,right,backleft,backleft,backleft,backleft","['grass', 'outdoor', 'animal', 'giraffe', 'field', 'mammal', 'grassy', 'wild', 'lush']",8,31,39,20.512820512820515,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8321.jpeg"" width = ""350"">"
2611,photo_album_21,adult,IBEIS_PZ_1719,ok,UNKNOWN SEX,zebra_plains,left,"['grass', 'outdoor', 'cactus', 'sky', 'plant', 'field', 'herd', 'wild', 'lush']",2,8,10,20.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/2611.jpeg"" width = ""350"">"
977,photo_album_56,infant,____,poor,UNKNOWN NAME,zebra_plains,backright,"['outdoor', 'tree', 'grass', 'sky', 'mammal', 'animal', 'zebra', 'path', 'dirt']",2,8,10,20.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/977.jpeg"" width = ""350"">"
793,photo_album_70,infant,IBEIS_PZ_1222,ok,Female,zebra_plains,left,"['grass', 'outdoor', 'field', 'zebra', 'animal', 'mammal', 'tall', 'standing', 'dry', 'grassy', 'open']",2,8,10,20.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/793.jpeg"" width = ""350"">"
955,photo_album_83,infant,____,ok,UNKNOWN NAME,zebra_plains,right,"['outdoor', 'zebra', 'grass', 'animal', 'mammal', 'standing', 'field', 'tall']",2,8,10,20.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/955.jpeg"" width = ""350"">"
2252,photo_album_96,juveniles- two year old,IBEIS_PZ_0587,good,Male,zebra_plains,left,"['grass', 'outdoor', 'zebra', 'sky', 'animal', 'field', 'mammal', 'walking', 'open', 'grassy', 'plain', 'dry', 'wild', 'distance']",2,8,10,20.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/2252.jpeg"" width = ""350"">"
2248,"photo_album_96,photo_album_96,photo_album_96","adult,adult,infant","IBEIS_PZ_1254,IBEIS_PZ_0444,IBEIS_PZ_0088","ok,good,ok","Male,Male,Female","zebra_plains,zebra_plains,zebra_plains","left,left,left","['grass', 'outdoor', 'animal', 'mammal', 'field', 'herd', 'plain', 'wild', 'open']",2,8,10,20.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/2248.jpeg"" width = ""350"">"
4992,photo_album_4,infant,____,ok,UNKNOWN NAME,giraffe_masai,right,"['grass', 'outdoor', 'animal', 'giraffe', 'field', 'mammal', 'tall', 'walking', 'grassy', 'bushes', 'wild', 'lone', 'lush']",2,8,10,20.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/4992.jpeg"" width = ""350"">"
8474,photo_album_69,adult,IBEIS_PZ_0537,poor,UNKNOWN SEX,zebra_plains,left,"['grass', 'outdoor', 'zebra', 'animal', 'mammal', 'field', 'standing', 'wild', 'open', 'grassy', 'dry', 'plain', 'bushes', 'distance']",2,8,10,20.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8474.jpeg"" width = ""350"">"
2020,photo_album_54,adult,IBEIS_PZ_1243,good,Male,zebra_plains,left,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'dry', 'brown', 'group', 'open', 'wild']",2,8,10,20.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/2020.jpeg"" width = ""350"">"
565,photo_album_36,adult,IBEIS_PZ_1547,good,Male,zebra_plains,left,"['grass', 'outdoor', 'zebra', 'tree', 'field', 'animal', 'mammal', 'grazing', 'standing', 'eating', 'green', 'lone', 'grassy', 'open', 'lush']",2,8,10,20.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/565.jpeg"" width = ""350"">"
5139,photo_album_37,infant,____,poor,UNKNOWN NAME,zebra_plains,left,"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'dry']",2,8,10,20.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/5139.jpeg"" width = ""350"">"
7786,"photo_album_47,photo_album_47,photo_album_47,photo_album_47,photo_album_47","juveniles - one year old,adult,adult,infant,infant","IBEIS_PZ_0227,IBEIS_PZ_0247,IBEIS_PZ_0043,IBEIS_PZ_0212,IBEIS_PZ_0235","ok,junk,good,poor,good","Female,Male,Female,Male,Female","zebra_plains,zebra_plains,zebra_plains,zebra_plains,zebra_plains","left,backleft,left,left,left","['grass', 'outdoor', 'sky', 'field', 'herd', 'wild']",2,8,10,20.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/7786.jpeg"" width = ""350"">"
1171,photo_album_74,adult,IBEIS_PZ_1857,ok,Male,zebra_plains,left,"['zebra', 'grass', 'outdoor', 'sky', 'field', 'standing', 'animal', 'mammal', 'tall', 'dry', 'group', 'grassy', 'open', 'wild', 'distance', 'day']",2,8,10,20.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/1171.jpeg"" width = ""350"">"
350,photo_album_1,adult,IBEIS_PZ_1488,ok,UNKNOWN SEX,zebra_plains,left,"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'grassy']",2,8,10,20.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/350.jpeg"" width = ""350"">"
54,"photo_album_8,photo_album_57,photo_album_85","infant,infant,infant","____,____,____","ok,ok,ok","UNKNOWN NAME,UNKNOWN NAME,UNKNOWN NAME","zebra_plains,zebra_plains,zebra_plains","right,right,right","['grass', 'zebra', 'outdoor', 'mammal', 'animal', 'field', 'standing', 'grassy', 'open', 'dry']",6,24,30,20.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/54.jpeg"" width = ""350"">"
